"","species","lat","lon"
"173","Castilleja linariifolia",37.142696,-118.318769
"174","Castilleja linariifolia",36.735512,-108.170783
"175","Castilleja linariifolia",39.193564,-107.0108
"176","Castilleja linariifolia",39.243317,-107.210578
"177","Castilleja linariifolia",35.168876,-111.509437
"178","Castilleja linariifolia",39.243387,-107.209403
"179","Castilleja linariifolia",39.211017,-106.958528
"180","Castilleja linariifolia",39.094345,-106.953592
"181","Castilleja linariifolia",39.213016,-106.937821
"182","Castilleja linariifolia",42.316874,-113.663232
"183","Castilleja linariifolia",35.788713,-106.344597
"184","Castilleja linariifolia",39.18253,-106.812312
"185","Castilleja linariifolia",41.175958,-105.358609
"186","Castilleja linariifolia",39.125919,-106.7409
"187","Castilleja linariifolia",37.528263,-111.992508
"188","Castilleja linariifolia",35.390444,-111.431711
"189","Castilleja linariifolia",37.42637,-109.965128
"190","Castilleja linariifolia",40.337532,-105.44598
"191","Castilleja linariifolia",38.546999,-119.816522
"192","Castilleja linariifolia",37.790867,-106.983483
"193","Castilleja linariifolia",40.416046,-105.669319
"194","Castilleja linariifolia",40.345194,-105.577689
"195","Castilleja linariifolia",40.352824,-105.641044
"196","Castilleja linariifolia",40.736058,-105.53351
"197","Castilleja linariifolia",38.281502,-111.242607
"198","Castilleja linariifolia",39.028426,-108.62787
"199","Castilleja linariifolia",40.349719,-105.616769
"200","Castilleja linariifolia",40.770458,-105.488706
"201","Castilleja linariifolia",40.377553,-105.608986
"202","Castilleja linariifolia",41.800633,-121.564995
"203","Castilleja linariifolia",38.6028,-109.526722
"204","Castilleja linariifolia",40.329437,-105.592645
"205","Castilleja linariifolia",40.763546,-105.538261
"206","Castilleja linariifolia",40.346639,-105.644464
"207","Castilleja linariifolia",40.698608,-105.525597
"208","Castilleja linariifolia",40.354122,-105.557692
"209","Castilleja linariifolia",37.200089,-112.978595
"210","Castilleja linariifolia",40.872592,-105.566494
"211","Castilleja linariifolia",40.372991,-105.614979
"212","Castilleja linariifolia",40.328112,-105.547905
"213","Castilleja linariifolia",37.200487,-112.97293
"214","Castilleja linariifolia",38.548014,-109.56146
"215","Castilleja linariifolia",40.32334,-105.626746
"216","Castilleja linariifolia",40.431324,-105.507575
"217","Castilleja linariifolia",40.765212,-105.544396
"218","Castilleja linariifolia",40.463222,-105.475388
"219","Castilleja linariifolia",37.251912,-112.877153
"220","Castilleja linariifolia",40.781922,-105.542411
"221","Castilleja linariifolia",40.682675,-105.34973
"222","Castilleja linariifolia",40.802481,-105.591663
"223","Castilleja linariifolia",37.308069,-108.420872
"224","Castilleja linariifolia",40.355223,-105.642081
"225","Castilleja linariifolia",37.46333,-113.196915
"226","Castilleja linariifolia",38.603853,-109.526987
"227","Castilleja linariifolia",40.359107,-105.700558
"228","Castilleja linariifolia",40.322047,-105.624869
"229","Castilleja linariifolia",40.78694,-105.480259
"230","Castilleja linariifolia",40.321987,-105.623388
"231","Castilleja linariifolia",45.10707,-109.225583
"232","Castilleja linariifolia",40.682612,-105.349659
"233","Castilleja linariifolia",40.348286,-105.672728
"234","Castilleja linariifolia",40.374702,-105.616707
"235","Castilleja linariifolia",37.272908,-112.9464
"236","Castilleja linariifolia",40.328569,-105.566736
"237","Castilleja linariifolia",40.979233,-105.12661
"238","Castilleja linariifolia",40.402088,-105.51255
"239","Castilleja linariifolia",37.63583,-112.1419
"240","Castilleja linariifolia",40.781743,-105.541627
"241","Castilleja linariifolia",40.350479,-105.619214
"242","Castilleja linariifolia",40.346428,-105.578592
"243","Castilleja linariifolia",40.335813,-105.614399
"244","Castilleja linariifolia",40.397128,-105.512474
"245","Castilleja linariifolia",40.342793,-105.683639
"246","Castilleja linariifolia",40.308472,-105.540262
"247","Castilleja linariifolia",40.662113,-105.547583
"248","Castilleja linariifolia",40.354456,-105.661539
"249","Castilleja linariifolia",40.373641,-105.692158
"250","Castilleja linariifolia",40.325233,-105.537195
"251","Castilleja linariifolia",40.352747,-105.639617
"252","Castilleja linariifolia",40.359435,-105.587012
"253","Castilleja linariifolia",40.354855,-105.468086
"254","Castilleja linariifolia",40.769291,-105.54624
"255","Castilleja linariifolia",40.342502,-105.605061
"256","Castilleja linariifolia",40.647372,-105.809706
"257","Castilleja linariifolia",40.44127,-105.316109
"258","Castilleja linariifolia",37.608307,-112.167023
"259","Castilleja linariifolia",40.308487,-105.540297
"260","Castilleja linariifolia",40.336351,-105.586353
"261","Castilleja linariifolia",40.015,-105.27055
"262","Castilleja linariifolia",40.05972,-105.61694
"263","Castilleja linariifolia",44.56444,-107.71527
"264","Castilleja linariifolia",36.20388,-115.22583
"265","Castilleja linariifolia",42.63777,-118.57833
"266","Castilleja linariifolia",40.37722,-105.52166
"267","Castilleja linariifolia",39.94861,-105.56333
"268","Castilleja linariifolia",35.27166,-115.27555
"269","Castilleja linariifolia",40.384137,-105.59738
"270","Castilleja linariifolia",38.27933,-111.254363
"271","Castilleja linariifolia",40.621247,-111.561438
"272","Castilleja linariifolia",40.335108,-105.464897
"273","Castilleja linariifolia",36.298273,-107.623374
"274","Castilleja linariifolia",37.05408,-112.71084
"275","Castilleja linariifolia",40.36517,-105.570342
"276","Castilleja linariifolia",40.231367,-105.497139
"277","Castilleja linariifolia",40.342525,-105.477988
"278","Castilleja linariifolia",40.56626,-105.213088
"279","Castilleja linariifolia",35.390581,-111.431647
"280","Castilleja linariifolia",37.054311,-112.713638
"281","Castilleja linariifolia",40.370778,-105.617553
"282","Castilleja linariifolia",37.547962,-118.813545
"283","Castilleja linariifolia",40.414218,-105.65511
"284","Castilleja linariifolia",40.902737,-105.429687
"285","Castilleja linariifolia",40.556087,-105.420983
"286","Castilleja linariifolia",40.387383,-105.606338
"287","Castilleja linariifolia",40.369314,-105.595575
"288","Castilleja linariifolia",40.806946,-105.542336
"289","Castilleja linariifolia",37.537506,-109.731597
"290","Castilleja linariifolia",37.305696,-108.428715
"291","Castilleja linariifolia",37.709665,-112.635655
"292","Castilleja linariifolia",40.320478,-105.532097
"293","Castilleja linariifolia",44.121456,-119.848358
"294","Castilleja linariifolia",40.387383,-105.606338
"295","Castilleja linariifolia",44.12227,-119.84848
"296","Castilleja linariifolia",40.332297,-105.579095
"297","Castilleja linariifolia",37.62507,-112.166419
"298","Castilleja linariifolia",44.122084,-119.848516
"299","Castilleja linariifolia",40.436928,-105.451217
"300","Castilleja linariifolia",37.422203,-118.061162
"301","Castilleja linariifolia",38.524067,-111.77496
"302","Castilleja linariifolia",37.455117,-113.184317
"303","Castilleja linariifolia",38.594933,-119.966502
"304","Castilleja linariifolia",36.312622,-115.605995
"305","Castilleja linariifolia",40.371033,-105.617661
"306","Castilleja linariifolia",40.337088,-105.56903
"307","Castilleja linariifolia",36.122036,-111.949263
"308","Castilleja linariifolia",39.021719,-108.641764
"309","Castilleja linariifolia",34.38348,-111.253076
"310","Castilleja linariifolia",40.37347,-105.613822
"311","Castilleja linariifolia",37.2122,-112.88352
"312","Castilleja linariifolia",44.121445,-119.848367
"313","Castilleja linariifolia",40.337819,-105.625612
"314","Castilleja linariifolia",37.393806,-109.826153
"315","Castilleja linariifolia",39.316545,-117.119074
"316","Castilleja linariifolia",38.020081,-119.26989
"317","Castilleja linariifolia",44.121475,-119.848337
"318","Castilleja linariifolia",40.363628,-105.535575
"319","Castilleja linariifolia",37.642795,-111.436158
"320","Castilleja linariifolia",44.122295,-119.848472
"321","Castilleja linariifolia",44.122272,-119.84845
"322","Castilleja linariifolia",38.022106,-119.264145
"323","Castilleja linariifolia",44.122292,-119.848463
"324","Castilleja linariifolia",37.444183,-118.746117
"325","Castilleja linariifolia",37.589583,-118.721
"326","Castilleja linariifolia",38.91595,-107.25475
"327","Castilleja linariifolia",40.428252,-105.407905
"328","Castilleja linariifolia",37.054318,-112.713595
"329","Castilleja linariifolia",38.959888,-106.988342
"330","Castilleja linariifolia",40.475624,-112.173882
"331","Castilleja linariifolia",37.58411,-118.86415
"332","Castilleja linariifolia",37.054303,-112.713653
"333","Castilleja linariifolia",37.226525,-112.989315
"334","Castilleja linariifolia",40.341961,-105.589053
"335","Castilleja linariifolia",34.294975,-111.292885
"336","Castilleja linariifolia",38.7167,-106.771671
"337","Castilleja linariifolia",40.4315,-105.421111
"338","Castilleja linariifolia",37.548837,-118.809545
"339","Castilleja linariifolia",40.368963,-105.613046
"340","Castilleja linariifolia",34.920371,-111.741201
"341","Castilleja linariifolia",38.145398,-119.421092
"342","Castilleja linariifolia",37.509347,-118.63868
"343","Castilleja linariifolia",36.871608,-112.676267
"344","Castilleja linariifolia",40.977348,-105.180707
"345","Castilleja linariifolia",40.6121,-109.2033
"346","Castilleja linariifolia",38.957111,-107.069604
"347","Castilleja linariifolia",37.38462,-112.83767
"348","Castilleja linariifolia",38.888864,-106.962575
"349","Castilleja linariifolia",37.221008,-112.720617
"350","Castilleja linariifolia",42.537783,-120.205117
"351","Castilleja linariifolia",38.95981,-106.988204
"352","Castilleja linariifolia",37.251583,-113.138494
"353","Castilleja linariifolia",38.433158,-107.073861
"354","Castilleja linariifolia",37.976875,-119.132011
"355","Castilleja linariifolia",37.221008,-112.720617
"356","Castilleja linariifolia",38.282783,-111.23877
"357","Castilleja linariifolia",36.06973,-115.460245
"358","Castilleja linariifolia",37.551102,-118.801914
"359","Castilleja linariifolia",41.093597,-105.588986
"360","Castilleja linariifolia",39.068325,-107.178863
"361","Castilleja linariifolia",42.665522,-118.644233
"362","Castilleja linariifolia",37.226744,-112.884339
"363","Castilleja linariifolia",38.95983,-106.988517
"364","Castilleja linariifolia",38.370567,-107.083892
"365","Castilleja linariifolia",39.024892,-108.636011
"366","Castilleja linariifolia",38.272026,-111.2078
"367","Castilleja linariifolia",38.758854,-107.287718
"368","Castilleja linariifolia",41.282212,-105.344763
"369","Castilleja linariifolia",38.96705,-106.99243
"370","Castilleja linariifolia",38.869642,-106.992355
"371","Castilleja linariifolia",37.500872,-112.755438
"372","Castilleja linariifolia",34.767953,-112.142182
"373","Castilleja linariifolia",37.97682,-119.131911
"374","Castilleja linariifolia",40.660749,-111.614543
"375","Castilleja linariifolia",37.429567,-118.06775
"376","Castilleja linariifolia",38.915645,-106.978671
"377","Castilleja linariifolia",37.96683,-119.120255
"378","Castilleja linariifolia",38.022003,-119.26452
"379","Castilleja linariifolia",37.464368,-113.193699
"380","Castilleja linariifolia",37.976922,-119.132103
"381","Castilleja linariifolia",38.906526,-107.010969
"382","Castilleja linariifolia",38.690992,-109.24733
"383","Castilleja linariifolia",44.678761,-109.068339
"384","Castilleja linariifolia",39.379907,-117.750957
"385","Castilleja linariifolia",39.926014,-116.296514
"386","Castilleja linariifolia",37.473728,-112.239803
"387","Castilleja linariifolia",37.774238,-119.129586
"388","Castilleja linariifolia",37.936475,-109.900803
"389","Castilleja linariifolia",38.04847,-119.262558
"390","Castilleja linariifolia",40.977585,-105.180623
"391","Castilleja linariifolia",37.217988,-112.974007
"392","Castilleja linariifolia",41.890041,-115.134403
"393","Castilleja linariifolia",35.547502,-108.611793
"394","Castilleja linariifolia",37.535013,-118.821495
"395","Castilleja linariifolia",37.854897,-111.451295
"396","Castilleja linariifolia",37.277522,-108.445678
"397","Castilleja linariifolia",38.577658,-112.315872
"398","Castilleja linariifolia",36.710179,-112.21864
"399","Castilleja linariifolia",38.148837,-119.399272
"400","Castilleja linariifolia",39.379907,-117.750957
"401","Castilleja linariifolia",37.43233,-118.748925
"402","Castilleja linariifolia",37.619355,-118.968516
"403","Castilleja linariifolia",40.325272,-108.945778
"404","Castilleja linariifolia",38.164895,-111.090867
"405","Castilleja linariifolia",37.665597,-112.138868
"406","Castilleja linariifolia",38.710742,-109.740263
"407","Castilleja linariifolia",38.898895,-117.376245
"408","Castilleja linariifolia",40.605975,-111.509317
"409","Castilleja linariifolia",37.220417,-112.707947
"410","Castilleja linariifolia",38.164847,-111.090844
"411","Castilleja linariifolia",38.333042,-119.635571
"412","Castilleja linariifolia",44.149125,-107.2024
"413","Castilleja linariifolia",37.656398,-119.06033
"414","Castilleja linariifolia",43.612653,-110.667889
"415","Castilleja linariifolia",40.608105,-111.512642
"416","Castilleja linariifolia",38.974665,-114.257916
"417","Castilleja linariifolia",38.33775,-119.634853
"418","Castilleja linariifolia",37.528153,-114.023453
"419","Castilleja linariifolia",38.103297,-119.286247
"420","Castilleja linariifolia",39.27511,-117.156827
"421","Castilleja linariifolia",39.000278,-114.649167
"422","Castilleja linariifolia",38.59119,-114.72879
"423","Castilleja linariifolia",36.301731,-115.680877
"424","Castilleja linariifolia",37.22253,-118.628908
"425","Castilleja linariifolia",36.545805,-117.488476
"426","Castilleja linariifolia",36.123672,-115.484011
"427","Castilleja linariifolia",38.325934,-118.249168
"428","Castilleja linariifolia",40.815,-110.79831
"429","Castilleja linariifolia",35.724158,-106.715736
"430","Castilleja linariifolia",42.905042,-111.885701
"431","Castilleja linariifolia",36.122156,-111.949347
"432","Castilleja linariifolia",40.723544,-105.576809
"433","Castilleja linariifolia",39.042453,-106.301597
"434","Castilleja linariifolia",36.699495,-112.213702
"435","Castilleja linariifolia",44.281819,-109.187483
"436","Castilleja linariifolia",36.059475,-112.104989
"437","Castilleja linariifolia",37.209258,-118.612388
"438","Castilleja linariifolia",37.463347,-113.1968
"439","Castilleja linariifolia",38.694525,-109.251138
"440","Castilleja linariifolia",37.33037,-118.09146
"441","Castilleja linariifolia",37.433362,-118.196638
"442","Castilleja linariifolia",37.331612,-108.41577
"443","Castilleja linariifolia",37.715476,-112.165325
"444","Castilleja linariifolia",42.752425,-112.395689
"445","Castilleja linariifolia",40.783497,-111.715073
"446","Castilleja linariifolia",41.174,-105.246
"447","Castilleja linariifolia",38.909758,-107.036606
"448","Castilleja linariifolia",37.732234,-105.502461
"449","Castilleja linariifolia",42.341439,-113.572804
"450","Castilleja linariifolia",38.954245,-106.979763
"451","Castilleja linariifolia",38.959562,-106.983467
"452","Castilleja linariifolia",41.177162,-105.264633
"453","Castilleja linariifolia",38.891039,-107.152739
"454","Castilleja linariifolia",36.215512,-112.056642
"455","Castilleja linariifolia",38.730614,-106.872894
"456","Castilleja linariifolia",38.959896,-106.988403
"457","Castilleja linariifolia",38.956518,-106.973469
"458","Castilleja linariifolia",40.58288,-111.618183
"459","Castilleja linariifolia",38.885613,-107.110575
"460","Castilleja linariifolia",38.907592,-107.050544
"461","Castilleja linariifolia",38.902534,-107.02022
"462","Castilleja linariifolia",40.639388,-115.40763
"463","Castilleja linariifolia",36.997653,-107.68525
"464","Castilleja linariifolia",42.350083,-113.477683
"465","Castilleja linariifolia",40.647758,-111.647688
"466","Castilleja linariifolia",38.364444,-109.186111
"467","Castilleja linariifolia",39.928611,-113.843889
"468","Castilleja linariifolia",39.928056,-113.885833
"469","Castilleja linariifolia",39.859167,-113.861667
"470","Castilleja linariifolia",39.877222,-111.741944
"471","Castilleja linariifolia",39.688056,-111.741944
"472","Castilleja linariifolia",37.072778,-112.672222
"473","Castilleja linariifolia",38.200003,-111.350003
"474","Castilleja linariifolia",39.283336,-112.183336
"475","Castilleja linariifolia",38.6975,-110.104722
"476","Castilleja linariifolia",39.300278,-112.202778
"477","Castilleja linariifolia",37.879444,-111.631667
"478","Castilleja linariifolia",37.879444,-111.631667
"479","Castilleja linariifolia",37.879444,-111.631667
"480","Castilleja linariifolia",37.879444,-111.631667
"481","Castilleja linariifolia",37.836111,-111.668056
"482","Castilleja linariifolia",38.066833,-111.6425
"483","Castilleja linariifolia",38.0088,-111.3884
"484","Castilleja linariifolia",37.676944,-109.822778
"485","Castilleja linariifolia",37.721944,-111.724722
"486","Castilleja linariifolia",41.5985,-113.748867
"487","Castilleja linariifolia",39.235,-110.794444
"488","Castilleja linariifolia",41.775,-111.61
"489","Castilleja linariifolia",40.404444,-111.689444
"490","Castilleja linariifolia",40.416389,-112.606667
"491","Castilleja linariifolia",37.978333,-111.829722
"492","Castilleja linariifolia",37.297713,-113.026301
"493","Castilleja linariifolia",38.608673,-109.57991
"494","Castilleja linariifolia",40.237795,-105.781188
"495","Castilleja linariifolia",34.263858,-116.912259
"496","Castilleja linariifolia",35.727841,-105.839546
"497","Castilleja linariifolia",38.910358,-107.035622
"498","Castilleja linariifolia",42.364933,-120.146417
"499","Castilleja linariifolia",36.670868,-106.712914
"500","Castilleja linariifolia",37.3411,-113.066291
"501","Castilleja linariifolia",37.586464,-118.857161
"502","Castilleja linariifolia",42.361203,-120.149597
"503","Castilleja linariifolia",36.069701,-115.460377
"504","Castilleja linariifolia",40.637387,-105.32052
"505","Castilleja linariifolia",38.073608,-119.212962
"506","Castilleja linariifolia",38.049983,-119.265298
"507","Castilleja linariifolia",37.494553,-112.255028
"508","Castilleja linariifolia",38.521061,-106.823608
"509","Castilleja linariifolia",34.872958,-109.79445
"510","Castilleja linariifolia",37.00087,-114.04988
"511","Castilleja linariifolia",43.76514,-114.65227
"512","Castilleja linariifolia",38.10562,-111.27634
"513","Castilleja linariifolia",38.61146,-112.45253
"514","Castilleja linariifolia",38.93149,-111.39851
"515","Castilleja linariifolia",38.56674,-111.69849
"516","Castilleja linariifolia",38.94034,-111.48816
"517","Castilleja linariifolia",39.62866,-111.70906
"518","Castilleja linariifolia",38.79951,-111.66392
"519","Castilleja linariifolia",40.22193,-111.56716
"520","Castilleja linariifolia",38.78603,-111.34528
"521","Castilleja linariifolia",38.56478,-112.35431
"522","Castilleja linariifolia",38.66872,-112.20907
"523","Castilleja linariifolia",38.88907,-112.16392
"524","Castilleja linariifolia",38.89923,-112.16004
"525","Castilleja linariifolia",36.72684,-111.89878
"526","Castilleja linariifolia",39.74683,-114.03301
"527","Castilleja linariifolia",42.33539,-113.55007
"528","Castilleja linariifolia",40.47111,-111.25555
"529","Castilleja linariifolia",37.8512,-109.80176
"530","Castilleja linariifolia",37.01443,-110.84823
"531","Castilleja linariifolia",38.11416,-111.70833
"532","Castilleja linariifolia",37.75383,-111.3461
"533","Castilleja linariifolia",38.16307,-109.75236
"534","Castilleja linariifolia",37.90722,-109.49305
"535","Castilleja linariifolia",41.9915,-111.476
"536","Castilleja linariifolia",41.95716,-111.23216
"537","Castilleja linariifolia",41.8817,-111.28822
"538","Castilleja linariifolia",41.56597,-111.10997
"539","Castilleja linariifolia",41.46733,-111.3175
"540","Castilleja linariifolia",39.47667,-110.27998
"541","Castilleja linariifolia",40.19077,-111.18893
"542","Castilleja linariifolia",36.3401,-115.6521
"543","Castilleja linariifolia",39.95014,-111.2123
"544","Castilleja linariifolia",40.28367,-111.55237
"545","Castilleja linariifolia",40.42283,-111.68906
"546","Castilleja linariifolia",40.03323,-111.35676
"547","Castilleja linariifolia",40.03323,-111.35676
"548","Castilleja linariifolia",39.6895,-111.20036
"549","Castilleja linariifolia",36.88728,-111.64745
"550","Castilleja linariifolia",37.97294,-110.75913
"551","Castilleja linariifolia",36.035,-105.4441
"552","Castilleja linariifolia",41.9055,-111.4777
"553","Castilleja linariifolia",36.81925,-112.05685
"554","Castilleja linariifolia",40.91329,-111.78377
"555","Castilleja linariifolia",37.71783,-111.62822
"556","Castilleja linariifolia",39.5756,-109.0548
"557","Castilleja linariifolia",38.86626,-111.55101
"558","Castilleja linariifolia",40.03162,-111.28431
"559","Castilleja linariifolia",39.84222,-114.65306
